,age,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,capital.gain,capital.loss,income
1537,53,9,2,3,0,4,1,40,99999,0,1
1538,47,15,2,9,0,1,1,55,99999,0,1
1539,37,12,2,9,5,2,0,40,99999,0,1
1540,37,15,2,9,0,4,1,50,99999,0,1
1541,39,15,2,9,0,4,1,65,99999,0,1
1542,38,16,2,3,5,4,0,36,99999,0,1
1543,44,15,2,9,0,4,1,65,99999,0,1
1544,57,15,2,9,0,4,1,60,99999,0,1
1545,51,14,2,9,5,4,0,50,99999,0,1
1546,78,13,4,3,1,4,1,20,99999,0,1
1547,36,10,2,0,5,2,0,40,99999,0,1
1548,49,14,0,9,4,4,1,80,99999,0,1
1549,54,15,2,9,0,1,1,50,99999,0,1
1550,41,13,2,11,0,4,1,65,99999,0,1
1551,46,13,0,0,1,4,0,40,99999,0,1
1552,33,16,0,11,1,4,1,60,99999,0,1
1553,36,10,2,11,0,4,1,20,99999,0,1
1554,63,9,2,2,0,4,1,40,99999,0,1
1555,38,15,2,9,0,4,1,70,99999,0,1
1556,33,9,2,6,0,4,1,56,99999,0,1
1557,47,14,5,3,1,4,1,50,99999,0,1
1558,28,11,2,9,0,4,1,50,99999,0,1
1559,52,15,2,9,0,3,1,65,99999,0,1
1560,30,13,2,3,0,4,1,50,99999,0,1
1561,50,14,2,3,0,4,1,60,99999,0,1
1562,32,13,2,9,0,4,1,50,99999,0,1
1563,46,13,2,11,0,4,1,40,99999,0,1
1564,49,15,2,9,0,4,1,35,99999,0,1
1565,30,9,2,13,0,4,1,40,99999,0,1
1566,32,13,2,11,0,4,1,60,99999,0,1
1567,59,15,2,9,0,1,1,40,99999,0,1
1568,46,13,2,11,0,4,1,72,99999,0,1
1569,32,9,2,2,0,4,1,40,99999,0,1
1570,21,10,4,10,1,2,0,40,99999,0,1
1571,56,16,2,9,0,4,1,70,99999,0,1
1572,43,15,3,9,1,4,1,40,99999,0,1
1573,30,13,2,9,0,4,1,35,99999,0,1
1574,39,14,2,9,0,4,1,40,99999,0,1
1575,24,10,4,14,1,1,1,50,99999,0,1
1576,46,15,2,9,0,4,1,60,99999,0,1
1577,50,9,0,3,1,4,0,35,99999,0,1
1578,60,9,2,3,0,4,1,40,99999,0,1
1579,36,9,2,3,0,4,1,50,99999,0,1
1580,47,16,2,3,0,4,1,50,99999,0,1
1581,56,9,6,0,4,4,0,40,99999,0,1
1582,53,13,2,3,0,1,1,50,99999,0,1
1583,42,10,2,3,0,4,1,55,99999,0,1
1584,50,13,2,11,0,4,1,60,99999,0,1
1585,48,14,0,3,1,4,1,50,99999,0,1
1586,41,15,2,9,0,4,1,65,99999,0,1
1587,72,15,2,9,0,4,1,50,99999,0,1
1588,55,14,2,3,0,4,1,55,99999,0,1
1589,33,13,2,9,0,4,1,40,99999,0,1
1590,62,13,0,11,1,4,1,40,99999,0,1
1591,52,16,2,9,0,4,1,65,99999,0,1
1592,50,13,2,3,0,4,1,55,99999,0,1
1593,28,9,2,11,0,2,1,40,99999,0,1
1594,42,6,2,5,0,4,1,40,99999,0,1
1595,51,14,2,3,0,4,1,50,99999,0,1
1596,42,13,2,9,0,4,1,40,99999,0,1
1597,50,15,2,9,0,4,1,80,99999,0,1
1598,41,16,2,9,0,4,1,70,99999,0,1
1599,47,14,2,3,0,4,1,50,99999,0,1
1600,38,15,4,9,1,1,0,57,99999,0,1
1601,61,10,2,14,0,4,1,30,99999,0,1
1602,57,10,2,11,0,4,1,45,99999,0,1
1603,42,15,2,9,0,4,1,50,99999,0,1
1604,47,15,2,9,0,4,1,48,99999,0,1
1605,51,9,0,3,1,4,0,35,99999,0,1
1606,42,13,4,0,1,4,0,40,99999,0,1
1607,47,15,2,9,0,4,1,50,99999,0,1
1608,74,15,2,9,0,4,1,50,99999,0,1
1609,39,16,2,9,0,4,1,55,99999,0,1
1610,43,15,2,9,0,4,1,60,99999,0,1
1611,47,10,2,11,0,4,1,60,99999,0,1
1612,52,13,2,0,5,4,0,30,99999,0,1
1613,69,13,2,14,0,4,1,40,99999,0,1
1614,58,10,2,14,0,4,1,40,99999,0,1
1615,48,13,2,12,5,4,0,40,99999,0,1
1616,55,13,2,11,0,4,1,60,99999,0,1
1617,50,9,2,9,0,4,1,40,99999,0,1
1618,49,14,2,11,0,4,1,80,99999,0,1
1619,30,9,4,2,1,4,1,50,99999,0,1
1620,52,9,2,11,0,4,1,45,99999,0,1
1621,46,15,2,9,0,4,1,50,99999,0,1
1622,58,13,2,9,5,4,0,35,99999,0,1
1623,59,13,2,9,0,4,1,43,99999,0,1
1624,50,9,2,2,0,4,1,50,99999,0,1
1625,40,15,2,9,0,1,1,40,99999,0,1
1626,43,16,2,9,0,4,1,55,99999,0,1
1627,47,13,2,3,0,4,1,55,99999,0,1
1628,65,13,2,3,0,4,1,40,99999,0,1
1629,33,10,4,0,3,4,0,30,99999,0,1
1630,53,16,2,9,5,4,0,37,99999,0,1
1631,42,14,2,11,0,4,1,80,99999,0,1
1632,69,15,2,9,0,4,1,40,99999,0,1
1633,44,13,2,3,0,4,1,45,99999,0,1
1634,44,15,2,9,0,4,1,50,99999,0,1
1635,38,15,2,9,0,4,1,50,99999,0,1
1636,39,13,2,3,0,4,1,70,99999,0,1
1637,32,13,2,11,0,4,1,50,99999,0,1
1638,41,10,2,3,0,4,1,50,99999,0,1
1639,31,13,0,7,1,1,1,70,99999,0,1
1640,50,15,2,3,0,4,1,50,99999,0,1
1641,49,9,2,11,0,4,1,65,99999,0,1
1642,29,15,0,9,1,4,1,60,99999,0,1
1643,48,15,2,3,0,4,1,50,99999,0,1
1644,40,13,2,9,0,4,1,75,99999,0,1
1645,45,16,4,9,1,4,1,30,99999,0,1
1646,60,9,2,7,5,4,0,40,99999,0,1
1647,49,15,2,9,0,4,1,37,99999,0,1
1648,56,15,2,9,0,4,1,40,99999,0,1
1649,45,13,2,3,5,1,0,25,99999,0,1
1650,71,14,2,3,0,4,1,40,99999,0,1
1651,57,14,2,11,0,4,1,40,99999,0,1
1652,64,15,2,9,0,4,1,35,99999,0,1
1653,41,13,5,9,1,2,0,60,99999,0,1
1654,49,16,4,9,1,4,1,70,99999,0,1
1655,55,5,0,2,4,4,0,37,99999,0,1
1656,48,13,2,3,0,4,1,50,99999,0,1
1657,40,14,2,3,0,4,1,50,99999,0,1
1658,55,15,2,3,0,4,1,40,99999,0,1
1659,44,13,2,3,0,4,1,70,99999,0,1
1660,38,14,2,9,0,4,1,65,99999,0,1
1661,34,13,4,11,1,4,1,50,99999,0,1
1662,37,9,2,11,0,4,1,50,99999,0,1
1663,51,15,2,9,0,3,1,70,99999,0,1
1664,65,13,2,3,0,4,1,65,99999,0,1
1665,38,14,2,9,0,2,1,60,99999,0,1
1666,65,16,2,3,0,4,1,40,99999,0,1
1667,37,13,2,11,0,4,1,60,99999,0,1
1668,38,15,2,9,0,4,1,60,99999,0,1
1669,50,15,2,9,0,4,1,55,99999,0,1
1670,55,6,2,2,0,4,1,40,99999,0,1
1671,38,14,2,3,0,4,1,70,99999,0,1
1672,22,10,4,11,3,2,1,55,99999,0,1
1673,47,14,2,3,0,4,1,55,99999,0,1
1674,43,15,2,3,0,4,1,40,99999,0,1
1675,66,13,2,3,0,4,1,55,99999,0,1
1676,47,15,2,3,0,4,1,40,99999,0,1
1677,57,9,2,2,0,4,1,40,99999,0,1
1678,27,1,2,4,2,4,1,24,41310,0,0
1679,63,14,2,4,0,4,1,50,41310,0,0
1680,17,6,4,14,3,4,0,32,34095,0,0
1681,18,9,4,10,3,4,1,3,34095,0,0
1682,19,9,4,7,3,4,0,20,34095,0,0
1683,55,9,0,3,1,4,1,60,34095,0,0
1684,20,10,4,14,2,2,1,10,34095,0,0
1685,46,14,0,3,1,4,0,50,27828,0,1
1686,35,13,0,3,1,4,1,50,27828,0,1
1687,47,15,0,9,1,4,1,50,27828,0,1
1688,55,9,0,2,4,4,1,55,27828,0,1
1689,34,13,4,11,1,4,1,40,27828,0,1
1690,25,11,4,11,1,4,1,40,27828,0,1
1691,56,14,0,3,1,4,1,60,27828,0,1
1692,25,13,4,4,3,4,1,50,27828,0,1
1693,41,14,4,9,1,4,0,35,27828,0,1
1694,42,16,3,7,1,4,1,60,27828,0,1
1695,37,9,0,4,1,4,1,40,27828,0,1
1696,47,14,0,11,1,4,1,60,27828,0,1
1697,36,15,4,3,1,4,1,50,27828,0,1
1698,58,15,4,9,1,4,1,40,27828,0,1
1699,45,10,0,2,1,4,1,56,27828,0,1
1700,49,13,0,3,1,2,0,60,27828,0,1
1701,37,9,4,2,2,0,1,48,27828,0,1
1702,56,10,3,4,1,4,0,20,27828,0,1
1703,37,14,5,3,1,4,1,60,27828,0,1
1704,59,14,4,11,1,4,0,45,27828,0,1
1705,30,13,4,3,1,4,1,60,27828,0,1
1706,58,13,6,14,4,4,0,50,27828,0,1
1707,29,15,4,9,4,4,1,45,27828,0,1
1708,36,13,4,3,1,4,1,40,27828,0,1
1709,51,15,0,9,1,4,1,60,27828,0,1
1710,38,13,5,3,1,4,1,45,27828,0,1
1711,36,13,4,12,1,4,1,55,27828,0,1
1712,41,14,4,3,1,4,1,50,27828,0,1
1713,47,14,5,12,1,4,1,40,27828,0,1
1714,64,13,0,3,1,4,1,55,27828,0,1
1715,64,13,0,3,4,4,1,50,27828,0,1
1716,51,14,4,9,1,4,1,40,27828,0,1
1717,54,13,0,4,1,4,1,50,27828,0,1
1718,53,15,4,9,1,1,1,40,27828,0,1
1719,46,16,0,9,4,4,0,65,25236,0,1
1720,51,14,0,3,4,4,1,50,25236,0,1
1721,45,14,0,11,4,4,0,42,25236,0,1
1722,43,16,3,9,4,4,1,64,25236,0,1
1723,59,16,0,9,4,4,1,45,25236,0,1
1724,37,10,0,0,4,4,0,25,25236,0,1
1725,45,15,0,9,4,4,1,36,25236,0,1
1726,45,15,0,9,4,2,1,36,25236,0,1
1727,32,12,5,3,4,4,0,50,25236,0,1
1728,36,15,0,9,4,4,1,40,25236,0,1
1729,47,13,6,8,4,4,0,35,25236,0,1
1730,75,13,6,14,1,4,0,16,25124,0,1
1731,73,11,6,9,1,4,1,60,25124,0,1
1732,65,15,4,14,1,4,1,80,25124,0,1
1733,68,11,6,11,1,4,0,50,25124,0,1
1734,61,9,2,4,5,4,0,40,22040,0,0
1735,67,15,2,9,0,4,1,48,20051,0,1
1736,65,14,2,11,0,4,1,40,20051,0,1
1737,63,10,2,9,5,4,0,10,20051,0,1
1738,64,9,2,0,5,4,0,40,20051,0,1
1739,90,14,2,3,0,4,1,60,20051,0,1
1740,79,16,2,9,0,4,1,35,20051,0,1
1741,67,14,2,9,0,4,1,60,20051,0,1
1742,90,15,2,9,0,4,1,72,20051,0,1
1743,68,16,2,9,0,4,1,55,20051,0,1
1744,65,15,2,9,0,4,1,60,20051,0,1
1745,68,16,2,14,0,4,1,50,20051,0,1
1746,62,9,2,3,0,2,1,72,20051,0,1
1747,69,10,2,3,0,4,1,50,20051,0,1
1748,67,16,2,11,0,4,1,40,20051,0,1
1749,66,13,2,11,0,4,1,40,20051,0,1
1750,67,16,2,14,0,4,1,5,20051,0,1
1751,70,13,2,9,0,4,1,35,20051,0,1
1752,68,10,2,11,0,4,1,40,20051,0,1
1753,68,13,2,3,0,4,1,40,20051,0,1
1754,74,10,2,3,0,4,1,25,20051,0,1
1755,71,10,2,3,0,4,1,40,20051,0,1
1756,67,9,2,9,5,4,0,30,20051,0,1
1757,68,13,2,11,0,4,1,40,20051,0,1
1758,77,16,2,4,0,4,1,40,20051,0,1
1759,71,10,2,3,0,4,1,50,20051,0,1
1760,76,13,2,0,0,4,1,50,20051,0,1
1761,83,6,2,4,0,4,1,50,20051,0,1
1762,68,13,2,3,0,4,1,45,20051,0,1
1763,79,14,2,14,0,4,1,40,20051,0,1
1764,69,13,2,9,0,4,1,45,20051,0,1
1765,66,16,2,9,0,2,1,35,20051,0,1
1766,73,10,2,0,5,4,0,36,20051,0,1
1767,67,12,2,3,5,4,0,4,20051,0,1
1768,66,13,2,9,0,4,1,40,20051,0,1
1769,66,15,2,3,0,2,1,55,20051,0,1
1770,67,15,2,9,0,4,1,25,20051,0,1
1771,67,10,2,3,0,4,1,20,20051,0,1
1772,79,8,6,11,1,4,1,45,18481,0,1
1773,67,14,6,9,1,4,1,2,18481,0,1
1774,74,9,6,0,1,4,0,40,15831,0,1
1775,67,9,6,3,1,4,0,40,15831,0,1
1776,67,14,4,3,2,4,0,72,15831,0,1
1777,67,9,6,0,1,4,0,16,15831,0,1
1778,69,9,4,13,1,4,1,40,15831,0,1
1779,74,13,6,2,1,4,1,8,15831,0,1
1780,44,13,2,3,0,4,1,60,15024,0,1
1781,58,9,2,11,5,4,0,35,15024,0,1
1782,57,14,2,11,0,4,1,40,15024,0,1
1783,46,16,2,3,0,4,1,60,15024,0,1
1784,38,13,2,11,0,4,1,60,15024,0,1
1785,38,13,2,3,0,4,1,80,15024,0,1
1786,46,15,2,9,0,4,1,45,15024,0,1
1787,43,10,2,2,0,4,1,60,15024,0,1
1788,33,13,2,3,0,4,1,60,15024,0,1
1789,39,13,2,3,0,4,1,45,15024,0,1
1790,39,13,2,3,0,4,1,50,15024,0,1
1791,54,9,2,2,0,4,1,52,15024,0,1
1792,33,14,2,9,0,4,1,44,15024,0,1
1793,54,16,2,9,0,4,1,45,15024,0,1
1794,51,14,2,3,0,4,1,50,15024,0,1
1795,47,13,2,11,0,4,1,50,15024,0,1
1796,53,9,2,0,0,4,1,35,15024,0,1
1797,64,13,2,3,0,4,1,55,15024,0,1
1798,30,11,2,9,0,4,1,65,15024,0,1
1799,55,14,2,9,0,4,1,50,15024,0,1
1800,52,13,2,11,5,4,0,60,15024,0,1
1801,48,14,2,9,0,4,1,40,15024,0,1
1802,44,13,2,9,0,4,1,50,15024,0,1
1803,53,9,2,3,5,4,0,40,15024,0,1
1804,64,13,2,3,0,4,1,35,15024,0,1
1805,39,14,2,3,0,1,1,40,15024,0,1
1806,50,14,2,9,0,4,1,45,15024,0,1
1807,57,14,2,11,0,4,1,65,15024,0,1
1808,59,13,2,11,0,4,1,40,15024,0,1
1809,44,14,2,3,0,4,1,40,15024,0,1
1810,37,13,2,3,0,4,1,40,15024,0,1
1811,56,13,2,11,0,4,1,50,15024,0,1
1812,64,13,2,3,0,4,1,40,15024,0,1
1813,32,13,2,12,0,4,1,40,15024,0,1
1814,39,12,2,3,0,4,1,55,15024,0,1
1815,57,15,2,13,0,4,1,50,15024,0,1
1816,35,10,2,3,0,4,1,60,15024,0,1
1817,51,13,2,11,0,4,1,50,15024,0,1
1818,44,13,2,3,0,4,1,50,15024,0,1
1819,57,15,2,11,5,4,0,35,15024,0,1
1820,47,9,2,6,5,2,0,40,15024,0,1
1821,51,16,2,9,0,4,1,60,15024,0,1
1822,50,9,2,11,0,4,1,55,15024,0,1
1823,52,10,2,3,0,4,1,45,15024,0,1
1824,47,9,2,4,0,4,1,40,15024,0,1
1825,34,13,2,3,0,4,1,60,15024,0,1
1826,37,13,2,2,0,4,1,55,15024,0,1
1827,49,10,2,3,0,4,1,50,15024,0,1
1828,54,10,2,13,0,4,1,60,15024,0,1
1829,39,9,2,11,0,4,1,50,15024,0,1
1830,39,15,2,9,0,4,1,60,15024,0,1
1831,32,13,2,9,0,4,1,50,15024,0,1
1832,34,15,2,9,0,4,1,40,15024,0,1
1833,53,14,2,3,0,4,1,65,15024,0,1
1834,53,16,2,9,0,4,1,60,15024,0,1
1835,52,10,2,11,0,4,1,50,15024,0,1
1836,37,13,2,9,5,4,0,50,15024,0,1
1837,53,14,2,3,0,4,1,55,15024,0,1
1838,37,13,2,9,5,2,0,40,15024,0,1
1839,47,11,2,3,0,4,1,50,15024,0,1
1840,58,9,2,3,0,4,1,60,15024,0,1
1841,39,13,2,3,0,4,1,50,15024,0,1
1842,46,10,2,2,0,4,1,45,15024,0,1
1843,49,14,2,3,0,4,1,50,15024,0,1
1844,46,10,2,11,0,4,1,40,15024,0,1
1845,32,13,2,3,0,4,1,45,15024,0,1
1846,50,13,2,3,0,4,1,60,15024,0,1
1847,61,10,2,12,0,4,1,18,15024,0,1
1848,33,13,2,9,0,4,1,75,15024,0,1
1849,31,10,2,10,0,4,1,56,15024,0,1
1850,39,15,2,9,0,4,1,50,15024,0,1
1851,45,9,2,3,0,4,1,55,15024,0,1
1852,35,14,2,9,5,4,0,50,15024,0,1
1853,36,14,2,11,0,4,1,45,15024,0,1
1854,40,14,2,3,5,4,0,30,15024,0,1
1855,47,9,2,4,0,4,1,50,15024,0,1
1856,41,14,2,3,0,4,1,70,15024,0,1
1857,52,15,2,9,0,4,1,60,15024,0,1
1858,43,11,2,3,0,4,1,40,15024,0,1
1859,55,16,2,9,0,4,1,30,15024,0,1
1860,39,13,2,12,0,4,1,40,15024,0,1
1861,61,13,2,9,0,4,1,50,15024,0,1
1862,46,13,2,3,0,4,1,60,15024,0,1
1863,49,12,2,11,0,4,1,60,15024,0,1
1864,52,10,2,13,0,4,1,60,15024,0,1
1865,58,13,2,11,0,4,1,40,15024,0,1
1866,49,13,2,10,0,2,1,40,15024,0,1
1867,46,9,2,13,0,4,1,44,15024,0,1
1868,47,14,2,3,0,4,1,50,15024,0,1
1869,47,13,2,11,0,4,1,60,15024,0,1
1870,36,9,2,9,0,4,1,40,15024,0,1
1871,63,15,2,9,0,4,1,50,15024,0,1
1872,37,14,2,3,0,4,1,45,15024,0,1
1873,46,13,2,3,0,4,1,40,15024,0,1
1874,39,15,2,3,5,4,0,47,15024,0,1
1875,53,10,2,9,0,4,1,40,15024,0,1
1876,30,10,2,3,0,4,1,60,15024,0,1
1877,32,15,2,11,0,4,1,60,15024,0,1
1878,47,16,2,9,0,4,1,50,15024,0,1
1879,55,13,2,3,0,4,1,48,15024,0,1
1880,57,9,2,2,0,4,1,40,15024,0,1
1881,39,13,2,13,0,4,1,99,15024,0,1
1882,37,9,2,11,0,4,1,60,15024,0,1
1883,32,15,2,9,5,1,0,50,15024,0,1
1884,50,13,2,12,0,4,1,40,15024,0,1
1885,41,15,2,9,0,4,1,50,15024,0,1
1886,43,13,2,11,0,4,1,45,15024,0,1
1887,45,13,2,3,0,4,1,60,15024,0,1
1888,40,14,2,9,5,4,0,37,15024,0,1
1889,55,13,2,11,0,4,1,50,15024,0,1
1890,59,10,2,2,0,4,1,50,15024,0,1
1891,63,13,2,11,0,4,1,40,15024,0,1
1892,34,13,2,9,5,4,0,36,15024,0,1
1893,50,14,2,9,5,4,0,40,15024,0,1
1894,51,13,2,3,0,4,1,40,15024,0,1
1895,36,14,2,3,0,4,1,50,15024,0,1
1896,54,13,2,3,0,1,1,60,15024,0,1
1897,42,9,2,12,0,1,1,40,15024,0,1
1898,40,14,2,3,0,4,1,50,15024,0,1
1899,42,10,2,3,0,4,1,40,15024,0,1
1900,36,13,2,9,0,4,1,50,15024,0,1
1901,32,10,2,3,0,4,1,50,15024,0,1
1902,53,14,2,3,0,4,1,38,15024,0,1
1903,46,15,2,3,0,4,1,55,15024,0,1
1904,52,14,2,9,0,4,1,60,15024,0,1
1905,30,14,2,3,0,4,1,60,15024,0,1
1906,33,14,2,9,0,4,1,40,15024,0,1
1907,32,10,2,3,0,4,1,60,15024,0,1
1908,43,15,2,9,0,4,1,55,15024,0,1
1909,50,9,2,2,0,4,1,50,15024,0,1
1910,38,13,2,3,0,4,1,40,15024,0,1
1911,43,13,2,3,0,4,1,40,15024,0,1
1912,53,12,2,3,0,4,1,40,15024,0,1
1913,30,14,2,3,0,4,1,60,15024,0,1
1914,59,13,2,11,0,4,1,55,15024,0,1
1915,44,15,2,9,0,4,1,80,15024,0,1
1916,41,14,2,9,0,4,1,50,15024,0,1
1917,38,14,2,14,5,2,0,2,15024,0,1
1918,60,9,2,2,0,4,1,40,15024,0,1
1919,42,13,2,2,0,4,1,60,15024,0,1
1920,42,16,2,9,0,4,1,40,15024,0,1
1921,48,13,2,3,0,4,1,50,15024,0,1
1922,55,13,2,3,0,4,1,42,15024,0,1
1923,49,13,2,3,0,4,1,40,15024,0,1
1924,50,14,2,11,0,4,1,40,15024,0,1
1925,55,9,2,2,0,4,1,35,15024,0,1
1926,44,14,2,2,0,4,1,45,15024,0,1
1927,46,13,2,3,0,4,1,45,15024,0,1
1928,40,13,2,3,0,4,1,50,15024,0,1
1929,39,13,2,9,0,4,1,50,15024,0,1
1930,30,10,2,10,0,4,1,40,15024,0,1
1931,44,16,2,3,5,4,0,32,15024,0,1
1932,60,9,2,0,5,4,0,15,15024,0,1
1933,60,10,2,3,0,4,1,40,15024,0,1
1934,36,15,2,9,5,4,0,45,15024,0,1
1935,36,13,2,11,0,4,1,45,15024,0,1
1936,39,8,2,13,0,4,1,70,15024,0,1
1937,40,12,2,11,0,4,1,50,15024,0,1
1938,51,10,2,0,0,4,1,40,15024,0,1
1939,45,14,2,3,0,4,1,60,15024,0,1
1940,51,14,2,3,0,4,1,60,15024,0,1
1941,47,13,2,12,0,4,1,40,15024,0,1
1942,59,13,2,2,0,4,1,50,15024,0,1
1943,47,12,2,9,5,2,0,40,15024,0,1
1944,46,15,2,9,0,4,1,50,15024,0,1
1945,35,13,2,11,0,4,1,50,15024,0,1
1946,39,10,2,0,0,4,1,40,15024,0,1
1947,52,13,2,11,0,4,1,55,15024,0,1
1948,32,15,2,9,0,4,1,50,15024,0,1
1949,40,15,2,9,0,4,1,45,15024,0,1
1950,61,9,2,3,5,4,0,38,15024,0,1
1951,57,13,2,3,0,4,1,50,15024,0,1
1952,48,14,2,9,0,4,1,40,15024,0,1
1953,51,14,2,11,0,4,1,50,15024,0,1
1954,34,13,2,2,0,1,1,70,15024,0,1
1955,62,13,2,3,0,4,1,40,15024,0,1
1956,42,15,2,3,0,4,1,40,15024,0,1
1957,59,13,2,9,0,4,1,40,15024,0,1
1958,57,15,2,9,0,1,1,50,15024,0,1
1959,59,14,2,3,0,4,1,80,15024,0,1
1960,50,13,2,3,0,4,1,40,15024,0,1
1961,61,15,2,9,0,4,1,20,15024,0,1
1962,44,13,2,13,0,4,1,55,15024,0,1
1963,41,16,2,3,0,4,1,50,15024,0,1
1964,43,13,2,9,5,4,0,50,15024,0,1
1965,46,14,2,3,0,4,1,65,15024,0,1
1966,42,15,2,11,5,0,0,40,15024,0,1
1967,37,11,2,13,0,4,1,50,15024,0,1
1968,46,10,2,3,0,4,1,50,15024,0,1
1969,46,15,2,9,0,4,1,40,15024,0,1
1970,47,13,2,9,0,4,1,50,15024,0,1
1971,46,12,2,3,0,4,1,50,15024,0,1
1972,59,10,2,3,0,4,1,60,15024,0,1
1973,43,13,2,9,0,1,1,40,15024,0,1
1974,48,13,2,9,0,4,1,45,15024,0,1
1975,47,15,2,9,0,4,1,55,15024,0,1
1976,43,13,2,3,0,4,1,50,15024,0,1
1977,44,13,2,10,5,2,0,40,15024,0,1
1978,45,14,2,3,0,4,1,50,15024,0,1
1979,43,15,2,9,0,4,1,45,15024,0,1
1980,40,14,2,9,5,4,0,24,15024,0,1
1981,50,14,2,3,0,4,1,65,15024,0,1
1982,52,13,2,11,0,4,1,50,15024,0,1
1983,52,14,2,14,5,4,0,40,15024,0,1
1984,40,15,2,9,5,4,0,30,15024,0,1
1985,44,16,2,3,0,1,1,40,15024,0,1
1986,47,13,2,9,0,4,1,40,15024,0,1
1987,58,11,2,3,0,4,1,40,15024,0,1
1988,50,14,2,3,0,4,1,50,15024,0,1
1989,54,13,2,3,0,4,1,40,15024,0,1
1990,50,13,2,9,0,4,1,40,15024,0,1
1991,43,9,2,3,0,4,1,50,15024,0,1
1992,52,10,2,3,0,4,1,55,15024,0,1
1993,44,9,2,4,0,4,1,60,15024,0,1
1994,58,9,2,3,0,4,1,60,15024,0,1
1995,45,11,2,2,0,4,1,40,15024,0,1
1996,30,13,2,9,0,4,1,35,15024,0,1
1997,40,15,2,9,0,4,1,40,15024,0,1
1998,49,10,2,3,0,4,1,50,15024,0,1
1999,52,14,2,3,0,4,1,60,15024,0,1
2000,35,9,2,13,0,4,1,80,15024,0,1
2001,49,10,2,3,0,4,1,50,15024,0,1
2002,50,12,2,5,0,2,1,45,15024,0,1
2003,31,13,2,9,0,1,1,48,15024,0,1
2004,53,14,2,9,5,4,0,40,15024,0,1
2005,34,13,2,11,0,4,1,40,15024,0,1
2006,19,8,2,14,2,4,0,40,15024,0,1
2007,46,13,2,3,0,4,1,40,15024,0,1
2008,44,15,2,9,0,4,1,75,15024,0,1
2009,45,13,2,2,0,4,1,40,15024,0,1
2010,50,16,2,9,0,4,1,50,15024,0,1
2011,49,15,2,9,0,4,1,65,15024,0,1
2012,49,13,2,14,0,4,1,60,15024,0,1
2013,41,16,2,9,0,4,1,55,15024,0,1
2014,58,14,2,3,0,4,1,40,15024,0,1
2015,44,13,2,4,0,4,1,65,15024,0,1
2016,36,10,2,11,0,4,1,60,15024,0,1
2017,57,14,2,3,0,2,1,40,15024,0,1
2018,39,15,2,3,5,4,0,48,15024,0,1
2019,55,13,2,3,0,4,1,55,15024,0,1
2020,42,13,2,3,0,4,1,45,15024,0,1
2021,47,14,2,3,0,4,1,55,15024,0,1
2022,55,15,2,9,0,4,1,40,15024,0,1
2023,45,10,2,11,0,2,1,99,15024,0,1
2024,32,13,2,11,0,2,1,50,15024,0,1
2025,58,10,2,3,0,4,1,40,15024,0,1
2026,31,10,2,3,0,4,1,50,15024,0,1
2027,49,11,2,9,5,4,0,60,15024,0,1
2028,52,11,2,9,0,4,1,40,15024,0,1
2029,28,9,2,3,0,2,1,40,15024,0,1
2030,55,15,2,3,0,4,1,40,15024,0,1
2031,42,15,2,9,0,4,1,65,15024,0,1
2032,46,13,2,13,0,4,1,40,15024,0,1
2033,40,15,2,9,5,4,0,40,15024,0,1
2034,45,16,2,9,0,4,1,40,15024,0,1
2035,51,14,2,9,0,4,1,40,15024,0,1
2036,42,14,2,11,0,4,1,50,15024,0,1
2037,48,15,2,9,0,4,1,40,15024,0,1
2038,53,10,2,3,0,4,1,50,15024,0,1
2039,46,13,2,10,0,4,1,40,15024,0,1
2040,41,13,2,9,0,4,1,40,15024,0,1
2041,42,13,2,3,0,4,1,50,15024,0,1
2042,47,14,2,3,0,1,1,40,15024,0,1
2043,51,13,2,9,0,0,1,40,15024,0,1
2044,38,9,2,3,5,4,0,40,15024,0,1
2045,52,9,2,3,0,4,1,40,15024,0,1
2046,50,16,2,9,0,4,1,60,15024,0,1
2047,45,14,2,3,0,4,1,60,15024,0,1
2048,45,9,2,11,0,4,1,80,15024,0,1
2049,49,13,2,11,0,4,1,40,15024,0,1
2050,54,10,2,11,0,4,1,40,15024,0,1
2051,51,16,2,9,0,4,1,40,15024,0,1
2052,56,13,2,3,0,4,1,50,15024,0,1
2053,58,9,2,11,0,4,1,40,15024,0,1
2054,43,13,2,11,0,4,1,60,15024,0,1
2055,46,14,2,9,0,4,1,50,15024,0,1
2056,43,13,2,3,0,4,1,50,15024,0,1
2057,59,15,2,13,0,2,1,50,15024,0,1
2058,47,14,2,9,0,4,1,35,15024,0,1
2059,33,13,2,3,0,4,1,50,15024,0,1
2060,56,13,2,9,0,4,1,40,15024,0,1
2061,41,13,2,11,0,4,1,45,15024,0,1
2062,64,15,2,9,0,4,1,45,15024,0,1
2063,43,14,2,3,5,4,0,32,15024,0,1
2064,47,14,2,3,0,4,1,55,15024,0,1
2065,42,10,2,9,0,4,1,32,15024,0,1
2066,48,15,2,9,0,4,1,50,15024,0,1
2067,61,10,2,0,5,4,0,34,15024,0,1
2068,60,13,2,3,0,4,1,45,15024,0,1
2069,38,13,2,3,0,4,1,65,15024,0,1
2070,28,13,2,11,5,2,0,45,15024,0,1
2071,54,11,2,10,0,2,1,38,15024,0,1
2072,48,14,2,3,0,4,1,40,15024,0,1
